comment,likes,comment_type,author,date,mf_care_harm_score,mf_care_harm_polarity,mf_fairness_cheating_score,mf_fairness_cheating_polarity,mf_loyalty_betrayal_score,mf_loyalty_betrayal_polarity,mf_authority_subversion_score,mf_authority_subversion_polarity,mf_sanctity_degradation_score,mf_sanctity_degradation_polarity,mf_liberty_oppression_score,mf_liberty_oppression_polarity,love_concept,commitment_view,jealousy_attitude,relationship_structure,individualism,traditionalism,openness,conformity,hedonism,universalism,emotional_valence,emotional_intensity,emotions,stance,confidence,argument_type,key_claims,underlying_assumptions,complexity_level,internal_consistency,openness_to_dialogue,moral_sophistication
진짜 이건 아니다 이건 정상범위에 포함될수가 없다. 이것까지 이해해야되는것처럼 포장하지마라,2,원댓글,@Rulru368,2025. 9. 14. 오전 9:46:08,4,negative,3,negative,4,negative,2,negative,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,2,2,negative,4,"분노,혐오,불신",anti_polyamory,5,moral/cultural,"다자연애는 정상적인 관계가 아니다.,다자연애를 옹호하는 것은 부당한 행위이다.","일부일처제가 유일하게 '정상'적인 관계 형태이다.,사회적 규범은 반드시 따라야 한다.",2,4,1,2
대학교 선배 분도 포장하느라 애 쓰신 듯…,15,원댓글,@상훙-v6r,2025. 9. 12. 오후 7:00:17,3,negative,2,negative,1,neutral,1,neutral,2,negative,1,neutral,exclusive,absolute,natural,hierarchical,3,4,2,4,2,3,negative,2,"비판,냉소,불신",anti_polyamory,3,moral,"다자연애는 진실되지 않다.,다자연애는 꾸며진 것이다.","일부일처제가 정상적인 관계이다.,사랑은 독점적이어야 한다.",2,4,2,2
병걸리겠다 정말 병이 오겠다 보니까 힘들다,2,원댓글,@산타체칠리아,2025. 9. 21. 오후 11:39:15,4,negative,2,neutral,2,negative,1,neutral,3,negative,1,neutral,exclusive,absolute,natural,individual,2,4,2,4,2,2,negative,4,"disgust,anxiety,stress",anti_polyamory,4,personal,다자연애는 건강에 해롭다,"일대일 관계가 정상적이고 건강하다,다자연애는 감당하기 힘들다",1,4,1,2
09:27 너무해 ㅇㅈㄹ …. 관상은 진짜 과학이다 씹 진짜 끼리끼리 레전드 삼청교육대가 있었어야 해,33,원댓글,@123ggeriq,2025. 9. 12. 오후 5:42:55,5,negative,3,negative,4,negative,4,negative,5,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,5,"분노,혐오,경멸",anti_polyamory,5,moral/cultural,"다자연애는 부도덕하다,다자연애는 사회 질서를 파괴한다","일부일처제가 유일하게 정상적인 관계 형태이다,사회 질서는 전통적인 도덕 가치에 기반해야 한다",1,3,1,1
당장 ㅆㄹㅆ 야동보고 이해해보도록 할께요,0,↳ 답글,@광철영감이수-b9x,2025. 9. 25. 오전 12:10:00,2,negative,3,negative,4,negative,2,neutral,4,negative,2,neutral,exclusive,absolute,natural,hierarchical,2,4,1,4,3,2,negative,4,"disgust,contempt,sarcasm",anti_polyamory,5,personal,"다자연애는 성적으로 문란하다.,다자연애는 이해할 수 없는 것이다.","단혼주의가 정상적인 관계 형태이다.,성적 독점은 관계의 필수 조건이다.",1,4,1,1
그냥 막사는 사람들이 자기합리화오지는거지 무슨 다자연애 ㅅㅂ,6,원댓글,@쪼장,2025. 9. 16. 오후 10:33:56,4,negative,3,negative,5,negative,2,negative,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,5,"분노,혐오,경멸",anti_polyamory,5,moral,"다자연애는 '막사는' 것이다,다자연애는 자기합리화이다","일부일처제가 정상적인 관계이다,다자연애는 도덕적으로 옳지 않다,개방적인 관계는 불안정하고 문란하다",1,4,1,1
"나두 언젠가 일반연애를 독점연애라 생각하고(물론 틀린 말도 아님) 다자연애가 진정한 사랑 아닐까 생각했던 적이 있다. 그래서 그냥 애인을 안 만들고 친구들과의 우정만 유지한 적이 있었는데.여전히 연애에서의 독점적인 관계에 의문이 들기도 한다. 그치만 다자적인 사랑이나 관계를 갖고 싶다면 그냥 ‘우정’이란 이름의 사랑으로 하면 되지 그것이 애인일 필요가 있나? 기본적으로 애인과 친구의 차이가 스킨십을 비롯해 관계의 형태, 그러니까 ‘독점력’에서 오는 것 아닌가? 굳이 연애라는 이름을 쓰면서 다자적 관계를 유지하는 건 나로선 아직 이해하기 어려운 것 같다. 이름만 다자연애일 뿐, 사실상 우정에 가까운 것이려나?",7,원댓글,@oon05222,2025. 9. 12. 오전 9:41:12,3,neutral,4,negative,3,neutral,2,neutral,1,neutral,4,positive,complex,contextual,manageable,fluid,4,3,4,3,2,3,mixed,3,"curiosity,doubt,confusion",questioning,3,personal,"다자연애는 우정과 유사할 수 있다.,애인과 친구의 차이는 독점력에 있다.","연애는 독점적 관계를 포함한다.,관계의 이름은 그 관계의 본질을 반영해야 한다.",4,4,4,3
"저도 비슷한 생각입니다.비독점적인 사랑이 ‘진정한 사랑/ 순수한 사랑’ 이라고 한들 그 사랑을 꼭 연애라는 형태로 해야 할까 싶어요.어쩌면 정말 본질적으로 ’사랑’을 하는 데에 있어서 그 관계가 연인 관계여야 할 필요는 없는 거 아닐까요? 친구든, 연인이든 누군가에게 ’이 사람 자체를 사랑한다’라는 감정을 느끼게 되면 오히려 그 관계의 형태나 이름보다는 그 사람에게 집중하게 되잖아요. 영상에서 말하는 순수한 사랑이라는 게 이런 개념이 아닐까 싶어요. 정말 ’사랑’이라는 것 자체에 집중한… 그런 관계요.말 그대로 순수한 사랑이라면 그런 관계에 굳이 연애라는 이름을 붙일 필요는 없는거죠.",2,↳ 답글,@skyblue_7,2025. 9. 13. 오전 12:37:32,4,positive,2,neutral,1,negative,3,positive,1,neutral,4,positive,inclusive,flexible,irrelevant,fluid,4,2,5,2,3,4,positive,3,"호기심,공감,이해",neutral,4,philosophical,"사랑은 관계의 형태에 제한되지 않는다,관계보다 사람 자체에 집중해야 한다","사랑의 본질은 순수하며, 관계의 형태는 부차적이다,모든 관계는 유동적이며, 개인의 자유로운 선택에 따라 정의될 수 있다",4,4,5,4
"그렇지만 다자연애를 하는 사람들이 왜 그들의 관계를 연애라고 하는 지 알 것 같기도 합니다. 친구 관계에서 굳이 ‘사랑’을 찾지 않는 사람들도 많으니까요. 친구를 애인보다는 덜 소중한, 우선순위가 아래인 관계로 보는 사람들도 많고… 말 그대로 사람 대 사람으로, 그 사람 자체를 알아보고 애정을 가지는 것보다는 그냥 같이 시간을 보내는 존재로 생각하는 사람들도 많은 것 같아요. 그런 사람들이 나쁘다거나 가볍다는 말은 아닙니다. 그냥 ’친구관계’라는 것에서 기대하는 관계의 무게감이 다른 것 같아요. 정말로 순수한 관계, 서로를 그 자체로 알아가고 애정을 가지는 관계를 원하는 사람아라면 그런 ‘친구관계’에서 상처를 받게 될 수도 있겠다는 생각이 듭니다. 저 역시도 어릴 때 비슷하게 상처받아 본 경험이 있어요. 상처까지는 아니어도… 상대방이 생각하는 관계의 무게와 내가 생각하는 관계의 무게가 다르다는 게 꽤 서운했거든요. 그런 친구관계와 분리하기 위해, ’순수한 사랑’이 존재하는 관계에 이름을 붙이려 단어를 찾다보니 가장 가까운 단어가 연애, 연인, 애인이 아니었을까 싶어요. 물론 전 다자연애를 해본 적도 없고 그냥 혼자 고민했을 뿐이지만요 ㅋㅋㅋㅋ생각하다보니 참 어려운 것 같네요. 순수한 사랑, 순수한 관계맺음을 찾는 것 말이예요. 그치만 확실한 건 그런 관계를 맺음에 있어서 관계의 형태란 건 생각보다 중요하지 않은 것 같아요. 댓글을 보다가 생각이 많아져서 본의 아니게 혼잣말처럼 쓰신 글에 답글을 너무 와다다 달아버렸네요 ㅋㅋㅋ 혹시 부담스러웠다면 미안해요 ㅜㅜ덕분에 평소에 두르뭉슬하게 하던 생각을 좀 정리할 수 있었던 것 같습니다. 좋은 생각거리 던져줘서 고마워요…🫶",2,↳ 답글,@skyblue_7,2025. 9. 13. 오전 12:52:23,4,positive,2,neutral,3,neutral,1,neutral,1,neutral,2,neutral,complex,flexible,undefined,fluid,4,2,4,2,2,3,mixed,3,"고민,서운함,감사함",questioning,3,personal,"관계의 형태보다 관계의 본질이 중요하다.,순수한 사랑과 관계 맺음을 찾는 것이 어렵다.","사랑은 다양한 형태로 존재할 수 있다.,관계에서 서로의 기대치를 이해하는 것이 중요하다.",4,4,5,4
순수한 사랑이러네 ㅋㅋㅋ 웃긴다 진짜,28,원댓글,@gywjd797,2025. 9. 11. 오전 10:26:59,2,negative,4,negative,5,negative,1,neutral,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,2,negative,3,"disgust,skepticism,contempt",anti_polyamory,4,moral,다자연애는 순수한 사랑이 아니다,"사랑은 배타적이어야 한다,다자연애는 배신을 포함한다",2,4,1,2
긍게요. 더럽고 문란한 걸 순수라 하다니ㅡㅡ,2,↳ 답글,@닐리룰루,2025. 9. 12. 오전 7:40:39,4,negative,3,negative,4,negative,2,negative,5,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,2,2,negative,4,"혐오,분노,경멸",anti_polyamory,5,moral,"다자연애는 더럽고 문란하다.,다자연애를 순수하다고 하는 것은 잘못되었다.","일부일처제가 정상적인 관계의 형태이다.,다자연애는 도덕적으로 옳지 않다.,순수함은 일부일처제 관계에서만 가능하다.",1,4,1,1
연애 염려증 환자의 도피관을 티비로 내보이는 자식 키우는 방송인들 각성하라,10,원댓글,@배시시-o7q,2025. 9. 12. 오전 12:33:58,4,negative,2,negative,3,negative,2,negative,3,negative,2,neutral,exclusive,absolute,harmful,hierarchical,2,4,2,4,2,3,negative,4,"걱정,분노,비판",anti_polyamory,4,moral,"다자연애는 '연애 염려증'의 일종이며, '도피관'이다.,다자연애를 방송에 내보내는 것은 자녀에게 해로운 영향을 미친다.","다자연애는 비정상적이고 불안정한 관계이다.,방송은 사회적 책임감을 가져야 한다.,자녀는 전통적인 가족 구조에서 양육되어야 한다.",3,4,2,3
ㅋㅋㅋㅋ남친 왜 공개안하노 어차피저분이랑 다니면 아 그남친분 알게될텐데,6,원댓글,@파스텔하늘-d1c,2025. 9. 12. 오후 9:07:08,2,negative,3,negative,3,negative,1,neutral,1,neutral,2,neutral,complex,flexible,manageable,egalitarian,3,3,4,3,2,3,negative,3,"호기심,의심,불편함",questioning,4,practical,"남친을 숨기는 것은 현실적으로 불가능하다,정보 공개는 관계를 원활하게 한다","다자연애 관계에서도 투명성은 중요하다,숨기는 행위는 관계에 부정적인 영향을 미친다",2,4,3,2
만약 헤어졌을때 저남자와 어떤요자가 만나겠냐그러니까 가볍게 연애만할꺼라 저런거지,0,↳ 답글,@광철영감이수-b9x,2025. 9. 25. 오전 12:11:47,3,negative,2,negative,4,negative,1,neutral,3,negative,2,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,3,2,negative,3,"discomfort,skepticism,concern",anti_polyamory,4,practical,"폴리아모리는 관계가 쉽게 깨질 수 있다,폴리아모리는 가벼운 연애로 변질될 수 있다","관계는 배타적이어야 한다,진지한 관계는 깨지기 어렵다",2,4,2,2
저런게 사랑이면 사람이나 개나 무슨차이 ㅋㅋㅋ 똑같은 동물이네 ㅋㅋㅋㅌ 사람은 아닌걸로 ㅋㅋㅌㅌ,5,원댓글,@Xhosamsja,2025. 9. 14. 오후 11:32:34,4,negative,2,neutral,3,negative,2,negative,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,4,"disgust,contempt,mockery",anti_polyamory,5,moral,"다자연애는 인간의 사랑이 아니다.,다자연애는 동물적인 행위와 다를 바 없다.","진정한 사랑은 독점적이어야 한다.,인간은 동물과 구별되는 도덕적 기준을 따라야 한다.",1,4,1,1
그냥 스와핑,6,원댓글,@신비-123,2025. 9. 16. 오후 3:33:24,2,negative,3,negative,4,negative,1,neutral,3,negative,2,neutral,exclusive,flexible,natural,individual,3,2,3,3,4,2,negative,3,"cynicism,disgust,dismissiveness",anti_polyamory,4,moral,다자연애는 스와핑과 같다,"다자연애는 진정한 사랑이 아니다,성적 관계는 배타적이어야 한다,다자연애는 피상적인 관계이다",2,4,1,2
연대요...???,9,원댓글,@떠나요2이서,2025. 9. 10. 오후 6:47:26,2,negative,3,negative,3,negative,1,neutral,1,neutral,2,neutral,complex,flexible,natural,individual,3,3,3,3,2,3,negative,3,"doubt,questioning,skepticism",anti_polyamory,3,moral,다자연애는 진정한 연대를 가능하게 하는가?,"진정한 연대는 배타적인 관계에서만 가능하다.,다자연애는 필연적으로 불공정함과 배신을 초래한다.",2,4,2,2
왜 동물하고도 사귀지 그렇게 자유로움 동물하고도 사겨 왜 그건 이상하냐?,5,원댓글,@singsong-l4w,2025. 9. 15. 오전 7:09:57,4,negative,2,neutral,3,negative,3,negative,4,negative,2,neutral,exclusive,absolute,natural,individual,2,4,2,4,2,3,negative,4,"disgust,confusion,sarcasm",anti_polyamory,5,moral,"다자연애는 인간과 동물의 관계를 동등하게 취급하는 것과 같다,다자연애는 비정상적이다","인간과 동물의 관계는 연애 관계가 될 수 없다,사회적으로 용인되는 연애 관계는 독점적이어야 한다",2,4,1,2
난 왜케 여자분이랑은 사귀는거 같지가 않지… 둘이 너무 어색해보여…😂,3,원댓글,@안녕-l7c,2025. 9. 15. 오후 11:33:51,3,negative,1,neutral,2,negative,1,neutral,1,neutral,1,neutral,complex,flexible,manageable,egalitarian,3,3,4,3,2,3,negative,2,"걱정,불안,어색함",neutral,3,personal,두 사람의 관계가 어색해 보인다.,"관계는 자연스럽고 편안해야 한다.,다자연애 관계도 일반적인 연애 관계와 유사한 형태로 보여야 한다.",2,4,3,2
안정환씨 정형돈씨 팬인데 이건 아니네요!! 이런 프로는 폐지해주세요!! 정말 더러워요!! 아이들이 뭘 보고 배우겠나요??,3,원댓글,@녕안-z2c,2025. 9. 20. 오전 12:48:51,4,negative,2,neutral,3,negative,1,neutral,4,negative,1,neutral,exclusive,absolute,harmful,hierarchical,2,4,1,4,2,2,negative,4,"disgust,anger,fear,disappointment",anti_polyamory,5,moral/cultural,"다자연애는 더럽다,다자연애는 아이들에게 악영향을 미친다,다자연애 프로그램은 폐지되어야 한다","다자연애는 비정상적인 관계이다,아이들은 전통적인 가족 형태를 보고 배워야 한다,미디어는 사회적으로 바람직한 가치를 전파해야 한다",2,4,1,2
"티내면 인식에바뀌기보다 사람들은 더 갑분싸 될거에요 ㄷㄷ인식이 좋아졌다고하기보다 무관심이고 그냥 가까이 지내고싶지는 않은거지진짜 호의적으로 인식이 바뀌는 사람은 굉장히 소수일거라생각해요 ,, 호의도 뭐 내가그런건아니니 라는 감정에 가깝지,,",0,원댓글,@amimi99,2025. 9. 14. 오전 11:38:12,3,negative,2,neutral,1,negative,1,negative,2,negative,3,neutral,undefined,undefined,undefined,undefined,3,3,2,4,2,2,negative,3,"우려,불안,회의",anti_polyamory,4,cultural,"다자연애를 드러내면 사회적 냉대를 받을 것이다.,다자연애에 대한 인식은 호의적으로 바뀌기 어렵다.","대부분의 사람들은 다자연애에 대해 부정적인 인식을 가지고 있다.,사회적 관계에서 긍정적인 인식이 중요하다.",2,4,2,2
어떤 결핍이 이런 생각을 만들어 내는 건지 진짜 진심으로 궁금함.,0,원댓글,@user-omg119,2025. 9. 25. 오후 12:40:26,4,negative,3,negative,5,negative,2,neutral,3,negative,2,neutral,exclusive,absolute,natural,hierarchical,3,4,2,4,2,3,negative,3,"curiosity,doubt,concern",anti_polyamory,4,personal,다자연애는 결핍에서 비롯된다,"독점적인 관계가 정상적이고 건강하다,사랑은 한 사람에게만 향해야 한다",3,4,2,3
그냥 성욕구자체를 저렇게 포장한거 그이상도 이하도 아닌거같은데,2,원댓글,@없다-p2,2025. 9. 18. 오전 8:26:47,2,negative,3,negative,2,negative,1,neutral,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,3,2,negative,3,"disgust,skepticism,cynicism",anti_polyamory,5,personal,다자연애는 성욕구를 포장한 것이다.,"성욕구는 폄하되어야 한다.,다자연애는 진정한 사랑이 아니다.,관계의 깊이는 성적인 독점성에 비례한다.",2,4,1,2
이런 방송 하지마세요선이라는게 있는겁니다,2,원댓글,@박상철-b8h,2025. 9. 15. 오전 11:03:04,4,negative,2,neutral,3,negative,3,negative,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,4,1,2,negative,3,"disapproval,concern,anxiety",anti_polyamory,4,moral,"다자연애는 사회적으로 용인될 수 없는 행위이다.,다자연애는 '선'을 넘는 행위이다.","일부일처제가 유일하게 올바른 관계 형태이다.,사회에는 지켜야 할 도덕적 '선'이 존재한다.",1,4,1,2
